code,author,id,tokens
"typedef long long int tint;
typedef pair<tint, tint> par;

par h[1100];

int main() {
  freopen(""test.txt"", ""r"", stdin);
  freopen(""out.txt"", ""w"", stdout);

  int t, n, d;
  cin >> t;

  for (int caso = (1); caso < (t + 1); caso++) {
    cin >> d >> n;
    for (int i = 0; i < (n); i++)
      cin >> h[i].first >> h[i].second;
    sort(h, h + n);

    int next = n - 1;

    for (int i = (n - 2); i >= 0; i--) {
      // cout << h[i].x << "" "" << h[i].y << endl;
      if (h[i].second > h[next].second) {
        par q =
            make_pair(h[next].first - h[i].first, h[i].second - h[next].second);
        par arr = make_pair(d - h[next].first, h[next].second);
        // cout << i << "" "" << next << endl;
        // cout << q.x << "" "" << q.y << endl;
        // cout << arr.x << "" "" << arr.y << endl;
        if (q.first * arr.second >= q.second * arr.first) {
          next = i;
        }
      } else
        next = i;
    }
    // cout << next << endl;

    par arr = make_pair(d - h[next].first, h[next].second);
    double ans = d * arr.second / (arr.first + 0.0);
    cout.setf(ios::showpoint | ios::fixed);
    cout.precision(10);

    cout << ""Case #"" << caso << "": "" << ans << endl;
  }

  return 0;
}
",37,37,491
"typedef pair<int, int> par;
typedef long long int tint;

string solve(int R, int Y, int B) {
  int aux[3];
  aux[0] = R;
  aux[1] = Y;
  aux[2] = B;
  for (int i = 0; i < (3); i++) {
    if (aux[i] < 0)
      return ""IMPOSSIBLE"";
  }
  string l;

  if (R >= Y) {
    if (Y >= B)
      l = ""RYB"";
    else {
      if (B > R) {
        l = ""BRY"";
        aux[0] = B;
        aux[1] = R;
        aux[2] = Y;
      } else {
        l = ""RBY"";
        aux[0] = R;
        aux[1] = B;
        aux[2] = Y;
      }
    }
  } else {
    if (R >= B) {
      l = ""YRB"";
      aux[0] = Y;
      aux[1] = R;
      aux[2] = B;
    } else {
      if (B >= Y) {
        l = ""BYR"";
        aux[0] = B;
        aux[1] = Y;
        aux[2] = R;
      } else {
        l = ""YBR"";
        aux[0] = Y;
        aux[1] = B;
        aux[2] = R;
      }
    }
  }

  if (aux[0] > (aux[1] + aux[2]))
    return ""IMPOSSIBLE"";

  string ans = """";
  for (int i = 0; i < (aux[1] - aux[2]); i++) {
    ans += l[0];
    ans += l[1];
  }
  aux[0] -= (aux[1] - aux[2]);
  aux[1] = aux[2];
  for (int i = 0; i < (aux[0]); i++) {
    if (i & 1) {
      ans += l[0];
      ans += l[1];
      aux[1]--;
    } else {
      ans += l[0];
      ans += l[2];
      aux[2]--;
    }
  }
  if (aux[0] & 1) {
    ans += l[1];
    aux[1]--;
  }
  for (int i = 0; i < (aux[2]); i++) {
    ans += l[2];
    ans += l[1];
  }

  return (ans);
}

int main() {
  freopen(""test.txt"", ""r"", stdin);
  freopen(""out.txt"", ""w"", stdout);
  int t, N;
  cin >> t;
  int R, O, Y, G, B, V;
  for (int caso = (1); caso < (t + 1); caso++) {
    cin >> N;
    cin >> R >> O >> Y >> G >> B >> V;
    R -= G;
    Y -= V;
    B -= O;
    if (R == 0 and G) {
      if (N == 2 * G) {
        string ans = """";
        for (int i = 0; i < (N / 2); i++) {
          ans += ""RG"";
        }
        cout << ""Case #"" << caso << "": "" << ans << endl;
      } else {
        cout << ""Case #"" << caso << "": ""
             << ""IMPOSSIBLE"" << endl;
      }
      continue;
    }
    if (Y == 0 and V) {
      if (N == 2 * V) {
        string ans = """";
        for (int i = 0; i < (N / 2); i++) {
          ans += ""YV"";
        }
        cout << ""Case #"" << caso << "": "" << ans << endl;
      } else {
        cout << ""Case #"" << caso << "": ""
             << ""IMPOSSIBLE"" << endl;
      }
      continue;
    }
    if (B == 0 and O) {
      if (N == 2 * O) {
        string ans = """";
        for (int i = 0; i < (N / 2); i++) {
          ans += ""BO"";
        }
        cout << ""Case #"" << caso << "": "" << ans << endl;
      } else {
        cout << ""Case #"" << caso << "": ""
             << ""IMPOSSIBLE"" << endl;
      }
      continue;
    }

    // cout << R << "" "" << Y << "" "" << B << endl;
    string ans = solve(R, Y, B);
    string a = """";
    int l = ans.size();
    if (ans == ""IMPOSSIBLE"")
      a = ans;
    else {
      int o = 0;
      int g = 0;
      int v = 0;
      for (int i = 0; i < (l); i++) {
        a += ans[i];
        if (ans[i] == 'R' and g < G) {
          a += ""GR"";
          g++;
        }
        if (ans[i] == 'Y' and v < V) {
          a += ""VY"";
          v++;
        }
        if (ans[i] == 'B' and o < O) {
          a += ""OB"";
          o++;
        }
      }
    }

    cout << ""Case #"" << caso << "": "" << a << endl;
  }

  return 0;
}
",37,38,1410
"typedef pair<int, int> par;
typedef long long int tint;

int r[55];
int q[55][55];
par cand[55][55];

int main() {
  freopen(""test.txt"", ""r"", stdin);
  freopen(""out.txt"", ""w"", stdout);

  int t;
  cin >> t;
  int n, p;

  for (int caso = (1); caso < (t + 1); caso++) {
    cin >> n >> p;
    vector<int> l;
    for (int i = 0; i < (n); i++)
      cin >> r[i];
    bool used[55][55];
    for (int i = 0; i < (n); i++)
      for (int j = 0; j < (n); j++)
        used[i][j] = false;
    for (int i = 0; i < (n); i++) {
      for (int j = 0; j < (p); j++)
        cin >> q[i][j];
    }
    for (int i = 0; i < (n); i++) {
      for (int j = 0; j < (p); j++) {
        int a = (100 * q[i][j] + 110 * r[i] - 1) / (110 * r[i]);
        a = max(a, 1);
        int b = (100 * q[i][j]) / (90 * r[i]);
        if (a <= b)
          l.push_back(a);
        par p;
        p.first = b - a;
        p.second = b;
        cand[i][j] = p;
      }
      sort(cand[i], cand[i] + p);
    }
    sort(l.begin(), l.end());
    int ans = 0;

    for (int m = 0; m < (l.size()); m++) {
      bool ok = true;
      int k = l[m];
      int ac[55];
      for (int i = 0; i < (n); i++) {
        bool oki = false;
        for (int j = 0; j < (p); j++) {
          if (!used[i][j]) {
            int a = cand[i][j].second - cand[i][j].first;
            int b = cand[i][j].second;
            if (a <= k and k <= b) {
              // used[i][j] = true;
              ac[i] = j;
              oki = true;
              break;
            }
          }
        }
        if (!oki) {
          ok = false;
          break;
        }
      }

      if (ok) {
        // cout << k << endl;
        for (int i = 0; i < (n); i++)
          used[i][ac[i]] = true;
        ans++;
      }
    }

    cout << ""Case #"" << caso << "": "" << ans << endl;
  }

  return 0;
}
",37,39,774
"typedef pair<int, int> par;
typedef long long int tint;

int main() {
  freopen(""test.txt"", ""r"", stdin);
  freopen(""out.txt"", ""w"", stdout);

  int t;
  tint n, k;

  cin >> t;

  for (int caso = (1); caso < (t + 1); caso++) {
    cin >> n >> k;
    tint b = 62;
    while (k < (1ll << b))
      b--;
    // cout << k << "" ""  << b << "" "" << (1ll << b) << endl;
    tint nn = n + 1 - (1ll << b);
    tint q = nn / (1ll << b);
    tint r = nn % (1ll << b);
    // cout << nn << "" ""  << q << "" "" << r << endl;

    tint kk = k + 1 - (1ll << b);
    tint ma, mi;
    if (kk <= r)
      q++;
    q--;
    ma = (q + 1ll) / 2ll;
    mi = q / 2ll;

    cout << ""Case #"" << caso << "": "" << ma << "" "" << mi << endl;
  }

  return 0;
}
",37,40,333
"typedef long long int tint;
typedef pair<int, int> par;

tint d[110][110];
int e[110];
int s[110];
par qu[110];

double dp[110][110];

int main() {
  freopen(""test.txt"", ""r"", stdin);
  freopen(""out2.txt"", ""w"", stdout);

  int t, n, q;
  cin >> t;

  for (int caso = (1); caso < (t + 1); caso++) {
    cin >> n >> q;
    // cout << n << "" "" << q << endl;
    for (int i = 0; i < (n); i++)
      cin >> e[i + 1] >> s[i + 1];
    for (int i = 0; i < (n); i++) {
      for (int j = 0; j < (n); j++)
        cin >> d[i + 1][j + 1];
    }
    for (int i = 0; i < (q); i++) {
      cin >> qu[i].first >> qu[i].second;
    }
    tint acum[110];
    acum[1] = 0;
    for (int i = 0; i < (110); i++)
      for (int j = 0; j < (110); j++)
        dp[i][j] = -1;
    dp[2][1] = d[1][2] / (s[1] + 0.0);
    for (int i = (2); i < (n + 1); i++)
      acum[i] = acum[i - 1] + d[i - 1][i];
    // forn(i,n+1) cout << acum[i] << "" "";
    // cout << endl;

    for (int i = (3); i < (n + 1); i++) {
      for (int j = (1); j < (i); j++) {
        tint dis = (acum[i] - acum[j]);
        if (dis <= e[j] and dis >= 0) {
          double t = dis / (s[j] + 0.0);
          double m = -1;
          for (int k = (1); k < (j); k++) {
            if (dp[j][k] >= 0.0) {
              if (m > -1)
                m = min(m, dp[j][k]);
              else
                m = dp[j][k];
            }
          }
          if (m >= 0)
            dp[i][j] = t + m;
        }
      }
    }
    double ans = -1;
    for (int i = (1); i < (n); i++) {
      if (dp[n][i] >= 0.0) {
        if (ans >= 0.0)
          ans = min(ans, dp[n][i]);
        else
          ans = dp[n][i];
      }
    }

    cout.setf(ios::showpoint | ios::fixed);
    cout.precision(10);

    cout << ""Case #"" << caso << "": "" << ans << endl;
  }

  return 0;
}
",37,41,830
"//
//  main.cpp
//  ProblemB
//
//  Created by Tung Nguyen on 4/8/17.
//
//

int int_char(char ch) { return ch - '0'; }

int main(int argc, const char *argv[]) {
  ifstream fin(""B-small-attempt2.in.txt"");
  ofstream fout(""B-small-attempt2.out.txt"");

  int T;
  fin >> T;
  for (int Case = 1; Case <= T; Case++) {
    string N;
    fin >> N;

    char n1 = N[0];
    for (int i = 1; i < N.length(); i++) {
      char n2 = N[i];
      if (n2 < n1) {
        for (int j = i - 1; j >= 0; j--) {
          if (j == 0 || N[j - 1] < N[j]) {
            N[j]--;
            for (int k = j + 1; k < N.length(); k++) {
              N[k] = '9';
            }
            break;
          }
        }
        break;
      }
      n1 = n2;
    }
    if (N[0] == '0') {
      N.erase(0, 1);
    }
    fout << ""Case #"" << Case << "": "" << N << endl;
  }

  fout.close();
  fin.close();

  return 0;
}
",39,42,386
"//
//  main.cpp
//  ProblemC
//
//  Created by Tung Nguyen on 4/8/17.
//
//

long long N, K;
long long maxLR, minLR;

long long n_c[1000];
long long n[1000];

int i, c;

void append(long long ni, long long ci) {
  bool match = false;
  for (int j = i + 1; j < c; j++) {
    if (n[j] == ni) {
      n_c[j] += ci;
      match = true;
      break;
    }
  }
  if (!match) {
    n[c] = ni;
    n_c[c] = ci;
    c++;
  }
}

void solve() {
  i = 0;
  c = 1;
  n_c[0] = 1;
  n[0] = N;
  long long k = 0;
  while (i < c) {
    long long ni = n[i];
    k += n_c[i];
    if (k >= K) {
      maxLR = ni / 2;
      minLR = ni / 2;
      if (ni % 2 == 0) {
        minLR--;
      }
      break;
    } else {
      long long ni1 = ni / 2;
      long long ni2 = ni / 2;
      if (ni % 2 == 0) {
        ni2--;
      }
      append(ni1, n_c[i]);
      append(ni2, n_c[i]);
    }
    i++;
  }
}

int main(int argc, const char *argv[]) {
  ifstream fin(""C-small-1-attempt0.in.txt"");
  ofstream fout(""C-small-1-attempt0.out.txt"");

  int T;
  fin >> T;
  for (int Case = 1; Case <= T; Case++) {
    fin >> N >> K;
    solve();
    fout << ""Case #"" << Case << "": "" << maxLR << "" "" << minLR << endl;
  }

  fout.close();
  fin.close();

  return 0;
}
",39,43,573
"//
//  main.cpp
//  ProblemC
//
//  Created by Tung Nguyen on 4/22/17.
//
//

int N, Q;
long long E[100], S[100];
long long D[100][100];
int U[100], V[100];

double result[100];

double bestsofar[100];

void solve() {
  for (int i = 0; i < 100; i++) {
    bestsofar[i] = -1;
  }

  bestsofar[0] = 0;
  for (int i = 0; i < N; i++) {
    long long e = E[i], s = S[i];
    double time = bestsofar[i];
    for (int j = i + 1; j < N; j++) {
      long long distance = D[j - 1][j];
      if (distance > e) {
        break;
      }
      time += distance * 1.0 / s;
      if (bestsofar[j] == -1 || time < bestsofar[j]) {
        bestsofar[j] = time;
      }
      e -= distance;
    }
  }
  result[0] = bestsofar[N - 1];
}

int main(int argc, const char *argv[]) {
  ifstream fin(""C-small-attempt0.in.txt"");
  ofstream fout(""C-small-attempt0.out.txt"");

  int T;
  fin >> T;
  for (int Case = 1; Case <= T; Case++) {
    fin >> N >> Q;
    for (int i = 0; i < N; i++) {
      fin >> E[i] >> S[i];
    }

    for (int i = 0; i < N; i++) {
      for (int j = 0; j < N; j++) {
        fin >> D[i][j];
      }
    }

    for (int i = 0; i < Q; i++) {
      fin >> U[i] >> V[i];
    }

    solve();

    fout << ""Case #"" << Case << "":"";
    for (int i = 0; i < Q; i++) {
      char buff[100];
      snprintf(buff, sizeof(buff), ""%.8f"", result[i]);
      fout << "" "" << buff;
    }
    fout << endl;
  }

  fin.close();
  fout.close();
  return 0;
}
",39,44,655
"//
//  main.cpp
//  ProblemA
//
//  Created by Tung Nguyen on 4/22/17.
//
//

long long D;
int N;

long long K[1000];
long long S[1000];

int main(int argc, const char *argv[]) {
  ifstream fin(""A-small-attempt1.in.txt"");
  ofstream fout(""A-small-attempt1.out.txt"");

  int T;
  fin >> T;
  for (int Case = 1; Case <= T; Case++) {
    fin >> D >> N;

    double minTime = 0;

    for (int i = 0; i < N; i++) {
      fin >> K[i] >> S[i];
      double time = (D - K[i]) * 1.0 / S[i];
      minTime = time > minTime ? time : minTime;
    }
    char buff[100];
    snprintf(buff, sizeof(buff), ""%.6f"", D / minTime);

    fout << ""Case #"" << Case << "": "" << buff << endl;
  }

  fin.close();
  fout.close();
  return 0;
}
",39,45,316
"//
//  main.cpp
//  ProblemB
//
//  Created by Tung Nguyen on 4/15/17.
//
//

int N, P;
int R[50];
int Q[50][50];
int nmin[50][50];
int nmax[50][50];

int result;

void find(int n, int p, int *nmax, int *nmin) {
  int q = Q[n][p];
  double rmax = q / 0.9;
  double rmin = q / 1.1;

  *nmin = ceil(rmin / R[n]);
  *nmax = floor(rmax / R[n]);
  if (*nmax == 0 || (*nmin > *nmax)) {
    *nmax = -1;
  }
}

void solve1() {
  int count = 0;
  for (int p = 0; p < P; p++) {
    if (nmax[0][p] > 0) {
      count++;
    }
  }
  result = count;
}

int Pair[50];
bool Paired[50];
int Pair_p;

void solve2() {
  if (Pair_p == P) {
    int count = 0;
    for (int p = 0; p < P; p++) {
      if (nmax[0][p] > 0 && nmax[1][Pair[p]] > 0 &&
          max(nmin[0][p], nmin[1][Pair[p]]) <=
              min(nmax[0][p], nmax[1][Pair[p]])) {
        count++;
      }
    }
    result = max(result, count);
    return;
  }
  for (int i = 0; i < P; i++) {
    if (!Paired[i]) {
      Paired[i] = true;
      Pair[Pair_p] = i;
      Pair_p++;

      solve2();

      Paired[i] = false;
      Pair_p--;
    }
  }
}

void solve() {
  for (int n = 0; n < N; n++) {
    for (int p = 0; p < P; p++) {
      find(n, p, &nmax[n][p], &nmin[n][p]);
    }
  }
  if (N == 1) {
    solve1();
  } else {
    for (int i = 0; i < P; i++) {
      Paired[i] = false;
      Pair[i] = 0;
    }
    Pair_p = 0;
    result = 0;
    solve2();
  }
}

int main(int argc, const char *argv[]) {
  ifstream fin(""B-small-attempt0.in.txt"");
  ofstream fout(""B-small-attempt0.out.txt"");

  int T;
  fin >> T;
  for (int Case = 1; Case <= T; Case++) {
    fin >> N >> P;
    for (int i = 0; i < N; i++) {
      fin >> R[i];
    }
    for (int i = 0; i < N; i++) {
      for (int j = 0; j < P; j++) {
        fin >> Q[i][j];
      }
    }

    solve();

    fout << ""Case #"" << Case << "": "" << result << endl;
  }

  fin.close();
  fout.close();

  return 0;
}
",39,46,911
"//
//  main.cpp
//  ProblemA
//
//  Created by Tung Nguyen on 4/8/17.
//
//

int main(int argc, const char *argv[]) {
  ifstream fin(""A-small-attempt0.in.txt"");
  int T, K;
  fin >> T;

  ofstream fout(""A-small-attempt0.out.txt"");

  for (int i = 0; i < T; i++) {
    string S;
    fin >> S;
    fin >> K;

    int count = 0;
    for (int j = 0; j <= S.length() - K; j++) {
      if (S[j] == '-') {
        count++;
        for (int k = j; k < j + K; k++) {
          if (S[k] == '-') {
            S[k] = '+';
          } else {
            S[k] = '-';
          }
        }
      }
    }

    bool possible = true;
    for (int j = 0; j < S.length(); j++) {
      if (S[j] == '-') {
        possible = false;
        break;
      }
    }
    fout << ""Case #"" << i + 1 << "": "";
    if (possible) {
      fout << count << endl;
    } else {
      fout << ""IMPOSSIBLE"" << endl;
    }
  }
  fout.close();
  fin.close();
  return 0;
}
",39,47,389
"//
//  main.cpp
//  ProblemA
//
//  Created by Tung Nguyen on 4/15/17.
//
//

char cake[25][25];
int R, C;

void fill(int r) {
  for (int c = 0; c < C; c++) {
    if (cake[r][c] != '?') {
      char fillch = cake[r][c];
      for (int c1 = 0; c1 < c; c1++) {
        cake[r][c1] = fillch;
      }
      for (int c2 = c + 1; c2 < C; c2++) {
        if (cake[r][c2] == '?') {
          cake[r][c2] = fillch;
        } else {
          fillch = cake[r][c2];
        }
      }
      break;
    }
  }
}

bool is_row_empty(int r) {
  for (int c = 0; c < C; c++) {
    if (cake[r][c] != '?') {
      return false;
    }
  }
  return true;
}

void solve() {
  for (int r = 0; r < R; r++) {
    if (!is_row_empty(r)) {
      fill(r);
      for (int r1 = r + 1; r1 < R; r1++) {
        if (!is_row_empty(r1)) {
          fill(r1);
        } else {
          for (int c = 0; c < C; c++) {
            cake[r1][c] = cake[r1 - 1][c];
          }
        }
      }
      for (int r2 = r - 1; r2 >= 0; r2--) {
        for (int c = 0; c < C; c++) {
          cake[r2][c] = cake[r2 + 1][c];
        }
      }
      break;
    }
  }
}

int main(int argc, const char *argv[]) {
  ifstream fin(""A-small-attempt0.in.txt"");
  ofstream fout(""A-small-attempt0.out.txt"");

  int T;
  fin >> T;
  for (int Case = 1; Case <= T; Case++) {
    fin >> R >> C;
    for (int i = 0; i < R; i++) {
      for (int j = 0; j < C; j++) {
        fin >> cake[i][j];
      }
    }

    solve();

    fout << ""Case #"" << Case << "": "" << endl;
    for (int i = 0; i < R; i++) {
      for (int j = 0; j < C; j++) {
        fout << cake[i][j];
      }
      fout << endl;
    }
  }

  fin.close();
  fout.close();

  return 0;
}
",39,48,770
"typedef long long LL;
typedef long double LD;

int cond = 1;

LL getSize(int p, LL d, LL n) {
  if (p == 0) {
    return n;
  }
  LL x = getSize(p - 1, d >> 1, n);
  return (x - (d % 2)) / 2;
}

void solve() {
  LL n, k;
  cin >> n >> k;
  int p = 0;
  LL x = 1;
  if (k == 1) {
    cout << n / 2 << "" "" << (n - 1) / 2;
    return;
  }
  while (x * 2 <= k) {
    x *= 2;
    p++;
  }
  x--;
  LL diff = k - x;
  LL w = getSize(p, diff - 1, n);
  cout << w / 2 << "" "" << (w - 1) / 2;
}

void solve2() {
  LL n, k;
  cin >> n >> k;
  vector<int> dn(1000005, 0);
  dn[n] = 1;
  LL i = n + 1;
  while (k-- > 1) {
    while (dn[i] == 0) {
      --i;
    };
    dn[i]--;
    dn[i / 2]++;
    dn[(i - 1) / 2]++;
  }
  while (dn[i] == 0) {
    --i;
  }
  cout << i / 2 << "" "" << (i - 1) / 2;
}

int main() {
  int t;
  cin >> t;
  for (int x = 1; x <= t; ++x) {
    cout << ""Case #"" << x << "": "";
    solve2();
    cout << endl; // result
  }
  return 0;
}
",41,49,503
"typedef long long LL;
typedef long double LD;

int cond = 1;

int solve() {
  string s;
  cin >> s;
  int k;
  cin >> k;
  int l = -1, i = 0, n = s.length();
  char c = '-';
  int res = 0;
  for (int i = 0; i < n; ++i) {
    if (s[i] == '-') {
      res++;
      for (int j = i; j < i + k; ++j) {
        if (j >= n) {
          return -1;
        }
        s[j] = s[j] == '+' ? '-' : '+';
      }
    }
  }
  return res;
}

int main() {
  int t;
  cin >> t;
  for (int x = 1; x <= t; ++x) {
    int res = solve();
    cout << ""Case #"" << x << "": "";
    if (res >= 0) {
      cout << res;
    } else {
      cout << ""IMPOSSIBLE"";
    }
    cout << endl;
  }
  return 0;
}
",41,50,301
"typedef long long LL;
typedef long double LD;

int cond = 1;

double solve() {
  int n, q;
  vector<long long> e, s, d;
  cin >> n >> q;
  for (int i = 0; i < n; ++i) {
    int a, b;
    cin >> a >> b;
    e.push_back(a);
    s.push_back(b);
  }
  d.push_back(0);
  for (int i = 0; i < n; ++i) {
    for (int j = 0; j < n; ++j) {
      int di;
      cin >> di;
      if (di != -1) {
        d.push_back(d.back() + di);
      }
    }
  }

  int a, b;
  cin >> a >> b;
  vector<double> dd;
  dd.push_back(0.);
  for (int i = 1; i < n; ++i) {
    double dm = 1000LL * 1000 * 1000 * 1000 + 5;
    for (int j = 0; j < i; ++j) {
      if (d[i] - d[j] <= e[j]) {
        double tmp = dd[j] + ((double)(d[i] - d[j])) / s[j];
        dm = dm > tmp ? tmp : dm;
      }
    }
    dd.push_back(dm);
  }
  return dd[n - 1];
}

int main() {
  int t;
  cin >> t;
  for (int x = 1; x <= t; ++x) {
    cout.precision(9);
    cout << ""Case #"" << x << "": "" << fixed << solve() << endl; // result
  }
  return 0;
}
",41,51,479
"typedef long long LL;
typedef long double LD;

int cond = 1;

void test(string s) {
  int n = s.length();
  for (int i = 0; i < n; ++i) {
    if (s[i] == s[i + 1 % n]) {
      cout << ""WRONG!"";
      return;
    }
  }
}

string solve() {
  int n;
  cin >> n;
  int r, o, y, g, b, v;
  cin >> r >> o >> y >> g >> b >> v;

  vector<char> m = {'R', 'Y', 'B'};
  vector<int> x = {r, y, b};
  for (int i = 0; i < 3; ++i) {
    char tmp = m[i];
    int t = x[i];
    int j = i + 1;
    while (j < 3 && x[j] < x[i]) {
      x[j - 1] = x[j];
      m[j - 1] = m[j];
      j++;
    }
    m[j - 1] = tmp;
    x[j - 1] = t;
  }

  ostringstream is("""");
  int a1 = x[0] + x[1] - x[2];
  int a2 = x[2] - x[1];
  int a3 = x[2] - x[0];
  if (a1 < 0 || a2 < 0 || a3 < 0) {
    return ""IMPOSSIBLE"";
  }

  while (a1-- > 0) {
    is << m[0] << m[2] << m[1];
  }
  while (a2-- > 0) {
    is << m[2] << m[0];
  }
  while (a3-- > 0) {
    is << m[2] << m[1];
  }

  test(is.str());
  return is.str();
}

int main() {
  int t;
  cin >> t;
  for (int x = 1; x <= t; ++x) {
    cout << ""Case #"" << x << "": "" << solve() << endl; // result
  }
  return 0;
}
",41,52,580
"typedef long long LL;
typedef long double LD;

int cond = 1;

LL solve() {
  LL n, tmp;
  cin >> tmp;
  vector<int> d;
  n = tmp;
  if (n < 10) {
    return n;
  }
  while (n > 0) {
    d.push_back(n % 10);
    n /= 10;
  }
  int l = d.size();
  int prev = 0;
  int i = l - 1;
  for (; i >= 0; --i) {
    if (d[i] >= prev) {
      prev = d[i];
    } else {
      break;
    }
  }
  if (i < 0) {
    return tmp;
  }
  for (int j = i + 1; j < l; ++j) {
    if (d[j] > 0) {
      d[j]--;
    }
    if (j < l - 1 && d[j + 1] <= d[j]) {
      break;
    }
    if (j < l - 1) {
      i++;
    }
  }
  for (int j = 0; j <= i; ++j) {
    d[j] = 9;
  }
  long long r = 0;
  for (int i = l - 1; i >= 0; --i) {
    r *= 10;
    r += d[i];
  }
  return r;
}

int main() {
  int t;
  cin >> t;
  for (int x = 1; x <= t; ++x) {
    cout << ""Case #"" << x << "": "" << solve() << endl; // result
  }
  return 0;
}
",41,53,457
"typedef long long LL;
typedef long double LD;

int cond = 1;

double solve() {
  double d;
  int n;
  cin >> d >> n;
  double tmax = 0.;
  for (int i = 0; i < n; ++i) {
    double k, s;
    cin >> k >> s;
    if (k < d) {
      double t = (double)(d - k) / s;
      tmax = t > tmax ? t : tmax;
    }
  }
  return d / tmax;
}

int main() {
  int t;
  cin >> t;
  for (int x = 1; x <= t; ++x) {

    cout.precision(9);
    cout << ""Case #"" << x << "": "" << fixed << solve() << endl; // result
  }
  return 0;
}
",41,54,223
"typedef long long LL;
typedef long double LD;

int cond = 1;

int solve() {
  int n, p;
  cin >> n >> p;
  vector<int> r;
  for (int i = 0; i < n; ++i) {
    int a;
    cin >> a;
    r.push_back(a);
  }
  vector<int> q[10];
  for (int j = 0; j < n; ++j) {
    for (int i = 0; i < p; ++i) {
      int qi;
      cin >> qi;
      q[j].push_back(qi);
    }
  }
  int res = 0;
  if (n == 1) {
    for (int i = 0; i < p; ++i) {
      int a = ceil(q[0][i] / 1.1 / r[0]);
      int b = floor(q[0][i] / 0.9 / r[0]);
      if (a <= b) {
        res++;
      }
    }
    return res;
  }
  sort(q[1].begin(), q[1].end());
  do {
    int tmp = 0;
    for (int i = 0; i < p; ++i) {
      int a = ceil(q[0][i] / 1.1 / r[0]);
      int b = floor(q[0][i] / 0.9 / r[0]);
      int c = ceil(q[1][i] / 1.1 / r[1]);
      int d = floor(q[1][i] / 0.9 / r[1]);
      if (a <= b && c <= d && ((a <= c && b >= c) || (a >= c && a <= d))) {
        tmp++;
      }
      res = tmp > res ? tmp : res;
    }
  } while (next_permutation(q[1].begin(), q[1].end()));
  return res;
}

int main() {
  int t;
  cin >> t;
  for (int x = 1; x <= t; ++x) {
    cout << ""Case #"" << x << "": "" << solve() << endl; // result
  }
  return 0;
}
",41,55,573
"typedef long long int lli;
typedef pair<lli, lli> pii;

int tc;

int main() {
  cin >> tc;
  for (int t = 1; t <= tc; t++) {
    int n, k;
    cin >> n >> k;
    priority_queue<int> pq;
    pq.push(n);
    int y, z;
    for (int i = 0; i < k; i++) {
      int t = pq.top() - 1;
      pq.pop();
      y = t / 2 + (t % 2);
      z = t / 2;
      pq.push(y);
      pq.push(z);
    }
    printf(""Case #%d: %d %d\n"", t, y, z);
  }
}
",56,56,212
"typedef long long int lli;
typedef pair<lli, lli> pii;
typedef double dbl;

int tc;

lli d, n, a, b;
vector<pii> ks;

int main() {
  cin >> tc;
  for (int t = 1; t <= tc; t++) {
    ks.clear();
    cin >> d >> n;
    dbl lb, ub, ex;
    lb = 0;
    ub = 0;
    for (int i = 0; i < n; i++) {
      cin >> a >> b;
      ks.push_back(pii(a, b));
      if (ub == 0) {
        if (a != d) {
          ub = d * b / (d - a + 0.0);
        }
      } else if (a != d) {
        ub = min(ub, d * b / (d - a + 0.0));
      }
    }
    while (abs(ub - lb) > 0.0000005f) {
      ex = (ub + lb) / 2;
      bool f = true;
      // cout << ""Testing "" << ex << endl;
      for (int i = 0; i < n; i++) {
        // cout << ""Horse "" << i << "" speed "" << ks[i].second << endl;
        if (ks[i].second >= ex)
          continue;
        // cout << ""Comparative speed: "" << ex - ks[i].second << endl;
        // cout << ""Intersects at "" << ks[i].first / (ex - ks[i].second) * ex <<
        // endl;
        if (ks[i].first / (ex - ks[i].second) * ex < d) {
          f = false;
        }
      }
      if (f) {
        lb = ex;
      } else {
        ub = ex;
      }
    }
    cout << fixed << setprecision(7) << ""Case #"" << t << "": "" << ub << endl;
  }
}
",56,57,525
