code,author,id,tokens
"int main() 
{
    int temperaturasOutubro[31], i,somaTemperatura = 0, diaInferior = 0;
    float media;

    for (i = 0; i < 31; i++) 
    {
        printf(""Digite as temperaturas:  "");
        scanf_s(""%i"", &temperaturasOutubro[i]);
        somaTemperatura += temperaturasOutubro[i];
    }

    media = somaTemperatura / i;
    printf(""A temperatura media e:  %.2f\n"", media);
    
    for (i = 0; i < 31; i++)
    {
        if (temperaturasOutubro[i] < media)
        {
            diaInferior++;
        }
    }
    for (i = 0; i < 31; i++)
    {
        if (temperaturasOutubro[i] > media)
        {
            printf(""Temperatura maior que a media no dia %i = %i Graus Celsius\n\n"",i, temperaturasOutubro[i]);
        }
    }
    printf(""Quantidade de dias com a temperatura inferior a media:  %i\n"", diaInferior);
    
    system(""pause"");
}
",37,1198,327
"int main(void)
{
    int n, i = 0, primo = 0;

    setlocale(LC_ALL, ""Portuguese"");
    system(""color 17"");

    printf(""Digite o valor de N:  "");
    scanf_s(""%i"", &n);

    while (i <= n)
    {
        i++;
        if (n % i == 0)
        {
            primo ++;
        }                       
    }

    if (primo == 2)
    {
        printf(""%i ̩ um n̼mero primo\n"", n);
    }
    else
    {
        printf(""%i ṇo ̩ um n̼mero primo\n\n"", n);
    }

    system(""pause"");
}
",37,1199,198
"#include ""deck.h""




void swap_func(deck_node_t **deck, deck_node_t *node1, deck_node_t *node2)
{
    deck_node_t *tmp;

    if (node1->next == node2)
    {
        if (node2->next)
            node2->next->prev = node1;
        node2->prev = node1->prev;
        node1->next = node2->next;
        node2->next = node1;
        if (node1->prev)
            node1->prev->next = node2;
        node1->prev = node2;
        if (*deck == node1)
            *deck = node2;
    }
    else
    {
        node1->next->prev = node2;
        if (node1->prev)
            node1->prev->next = node2;
        node2->prev->next = node1;
        if (node2->next)
            node2->next->prev = node1;
        tmp = node1->next;
        node1->next = node2->next;
        node2->next = tmp;
        tmp = node2->prev;
        node2->prev = node1->prev;
        node1->prev = tmp;
        if (*deck == node1)
            *deck = node2;
    }
}

int partition(deck_node_t **deck, int lo, int hi)
{
    deck_node_t *pivot = *deck, *pi = *deck, *pj = *deck, *tmp = *deck;
    int i, j, k, v;
    kind_t p;
    char *s = ""A234567891JQK"";

    for (i = 0; i < lo; i++)
    {
        pivot = pivot->next;
        pi = pi->next;
        pj = pj->next;
    }
    while (i < hi)
    {
        pivot = pivot->next;
        i++;
    }
    p = pivot->card->kind;
    i = lo;
    for (j = lo; j < hi; j++)
    {
        for (k = 0; s[k] != pj->card->value[0]; k++)
            ;
        for (v = 0; s[v] != pivot->card->value[0]; v++)
            ;
        if ((pj->card->kind < p) || (pj->card->kind == p && k <= v))
        {
            if (pi != pj)
            {
                swap_func(deck, pi, pj);
                tmp = pi;
                pi = pj;
                pj = tmp;
            }
            pi = pi->next, i++;
        }
        pj = pj->next;
    }
    if (pi != pivot)
        swap_func(deck, pi, pivot);
    return (i);
}

void quicksort(deck_node_t **deck, int lo, int hi)
{
    int p;

    if (lo < hi)
    {
        p = partition(deck, lo, hi);
        quicksort(deck, lo, p - 1);
        quicksort(deck, p + 1, hi);
    }

}

void sort_deck(deck_node_t **deck)
{
    if (deck == NULL || *deck == NULL || (*deck)->next == NULL)
        return;
    quicksort(deck, 0, 51);
}
",38,1200,862
"#include ""sort.h""

void swap_func(listint_t **list, listint_t *node)
{
    listint_t *tmp;

    tmp = node->next;
    if (tmp->next)
        tmp->next->prev = node;
    tmp->prev = node->prev;
    node->next = tmp->next;
    tmp->next = node;
    if (node->prev)
        node->prev->next = tmp;
    node->prev = tmp;
    if (*list == node)
        *list = tmp;
}


void cocktail_sort_list(listint_t **list)
{
    listint_t *current;
    int flag = 1;

    if (list == NULL || *list == NULL || (*list)->next == NULL)
        return;
    current = *list;
    while (flag > 0)
    {
        flag = 0;
        while (current->next != NULL)
        {
            if (current->n > current->next->n)
            {
                swap_func(list, current);
                print_list(*list);
                flag = 1;
            }
            else
                current = current->next;
        }
        if (flag == 0)
            break;
        flag = 0;
        while (current->prev != NULL)
        {
            if (current->n < current->prev->n)
            {
                swap_func(list, current->prev);
                print_list(*list);
                flag = 1;
            }
            else
                current = current->prev;
        }
    }
}
",38,1201,398
"#include ""binary_trees.h""

size_t binary_tree_height(const binary_tree_t *tree)
{
    size_t height_left = 0;
    size_t height_right = 0;

    if (tree == NULL)
        return (-1);
    if (tree->left == NULL && tree->right == NULL)
        return (0);
    height_left = binary_tree_height(tree->left) + 1;
    height_right = binary_tree_height(tree->right) + 1;
    if (height_left > height_right)
        return (height_left);
    return (height_right);
}


int binary_tree_balance(const binary_tree_t *tree)
{
    size_t height_left = 0;
    size_t height_right = 0;

    if (tree == NULL)
        return (0);
    height_left = binary_tree_height(tree->left);
    height_right = binary_tree_height(tree->right);
    return (height_left - height_right);
}


int binary_tree_is_perfect(const binary_tree_t *tree)
{
    if (tree == NULL || (binary_tree_balance(tree) != 0))
        return (0);
    if (tree->left == NULL && tree->right == NULL)
        return (1);
    return (binary_tree_is_perfect(tree->left)
        * binary_tree_is_perfect(tree->right));
}
",38,1202,379
"#include ""sort.h""

int partition(int *array, int lo, int hi, size_t size)
{
    int i, j, pivot, tmp;

    pivot = array[hi];
    i = lo - 1;
    j = hi + 1;
    while (1)
    {
        while (array[++i] < pivot)
        {
            ;
        }
        while (array[--j] > pivot)
        {
            ;
        }
        if (i > j)
            return (j);
        if (i != j)
        {
            tmp = array[i];
            array[i] = array[j];
            array[j] = tmp;
            print_array(array, size);
        }

    }
}

void quicksort_hoare(int *array, int lo, int hi, size_t size)
{
    int p;

    if (lo < hi)
    {
        p = partition(array, lo, hi, size);
        quicksort_hoare(array, lo, p, size);
        quicksort_hoare(array, p + 1, hi, size);
    }

}


void quick_sort_hoare(int *array, size_t size)
{
    if (array == NULL || size < 2)
        return;
    quicksort_hoare(array, 0, size - 1, size);
}
",38,1203,350
"#include ""sort.h""



void TopDownMerge(int *copy, int begin, int middle, int end, int *array)
{
    int i, j, k;

    i = begin;
    j = middle;
    k = begin;
    printf(""Merging...\n"");
    printf(""[left]: "");
    print_array(&copy[begin], middle - begin);
    printf(""[right]: "");
    print_array(&copy[middle], end - middle);
    while (k < end)
    {
        if (i < middle && (j >= end || copy[i] <= copy[j]))
        {
            array[k] = copy[i];
            i++;
        }
        else
        {
            array[k] = copy[j];
            j++;
        }
        k++;
    }
    printf(""[Done]: "");
    print_array(&array[begin], end - begin);
}

void TopDownSplitMerge(int *copy, int begin, int end, int *array)
{
    int middle;

    if (end - begin <= 1)
        return;
    middle = (end + begin) / 2;
    TopDownSplitMerge(array, begin, middle, copy);
    TopDownSplitMerge(array, middle, end, copy);
    TopDownMerge(copy, begin, middle, end, array);
}


void merge_sort(int *array, size_t size)
{
    int *copy;
    size_t i;

    if (array == NULL || size < 2)
        return;
    copy = malloc(sizeof(int) * size);
    if (!copy)
        return;
    i = 0;
    while (i < size)
    {
        copy[i] = array[i];
        i++;
    }
    TopDownSplitMerge(copy, 0, (int)size, array);
    free(copy);
}
",38,1204,475
"#include ""sort.h""


void counting_sort(int *array, size_t size)
{
    int *count = NULL, *out = NULL, max = 0, total = 0;
    size_t i, j;

    if (array == NULL || size < 2)
        return;
    for (i = 0; i < size; i++)
    {
        if (array[i] > max)
            max = array[i];
    }
    count = malloc(sizeof(int) * (max + 1));
    if (!count)
        return;
    j = max;
    for (i = 0; i <= j; i++)
        count[i] = 0;
    for (i = 0; i < size; i++)
        count[array[i]]++;
    for (i = 0; i <= j; i++)
    {
        total += count[i];
        count[i] = total;
    }
    print_array(count, max + 1);
    out = malloc(sizeof(int) * size);
    if (!out)
    {
        free(count);
        return;
    }
    for (i = 0; i < size; i++)
    {
        out[--count[array[i]]] = array[i];
    }
    for (i = 0; i < size; i++)
        array[i] = out[i];
    free(out);
    free(count);
}
",38,1205,363
"#include ""sort.h""

void shell_sort(int *array, size_t size)
{

    int value;
    size_t i, j, gap;

    if (array == NULL || size < 2)
        return;
    gap = 1;
    while (gap < size / 3)
    {
        gap = (gap * 3) + 1;
    }
    while (gap > 0)
    {
        i = gap;
        while (i < size)
        {
            value = array[i];
            j = i;
            while (j > gap - 1 && array[j - gap] >= value)
            {
                array[j] = array[j - gap];
                j -= gap;
            }
            array[j] = value;
            i++;
        }
        gap = (gap - 1) / 3;
        print_array(array, size);
    }
}
",38,1206,236
"#include ""sort.h""


void countingSort(int *array, int radix, int exp, size_t size)
{
    int bucketIdx, *bucket = NULL, *out = NULL, i;
    size_t j;

    bucket = malloc(sizeof(int) * radix);
    if (!bucket)
        return;
    i = 0;
    while (i < radix)
    {
        bucket[i] = 0;
        i++;
    }
    for (j = 0; j < size; j++)
    {
        bucketIdx = (array[j] / exp) % radix;
        bucket[bucketIdx]++;
    }
    i = 1;
    while (i < radix)
    {
        bucket[i] += bucket[i - 1];
        i++;
    }
    out = malloc(sizeof(int) * size);
    if (!out)
    {
        free(bucket);
        return;
    }
    i = size - 1;
    while (i >= 0)
    {
        bucketIdx = (array[i] / exp) % radix;
        out[--bucket[bucketIdx]] = array[i];
        i--;
    }
    for (j = 0; j < size; j++)
        array[j] = out[j];
    free(bucket);
    free(out);
}


void radix_sort(int *array, size_t size)
{
    int max, exp;
    size_t i = 0;

    if (array == NULL || size < 2)
        return;
    max = array[0];
    while (i < size)
    {
        if (array[i] > max)
            max = array[i];
        i++;
    }
    exp = 1;
    while (max / exp >= 1)
    {
        countingSort(array, 10, exp, size);
        exp *= 10;
        print_array(array, size);
    }
}
",38,1207,506
"#include ""sort.h""


void insertion_sort_list(listint_t **list)
{

    listint_t *p, *c, *aux;

    if (list == NULL || *list == NULL || (*list)->next == NULL)
        return;
    c = (*list)->next;
    aux = (*list)->next;
    while (aux != NULL)
    {
        aux = aux->next;
        while (c->prev != NULL)
        {
            if (c->prev->n > c->n)
            {
                p = c->prev;
                p->next = c->next;
                if (c->next)
                    c->next->prev = p;
                c->next = p;
                c->prev = p->prev;
                if (p->prev)
                    p->prev->next = c;
                p->prev = c;
                if (p == *list)
                    *list = c;
                print_list(*list);
            }
            else
                break;
        }
        c = aux;
    }
}
",38,1208,267
"#include ""sort.h""

int partition(int *array, int lo, int hi, size_t size)
{
    int i, j, pivot, tmp;

    pivot = array[hi];
    i = lo;
    j = lo;
    while (j < hi)
    {
        if (array[j] <= pivot)
        {
            if (i != j)
            {
                tmp = array[i];
                array[i] = array[j];
                array[j] = tmp;
                print_array(array, size);
            }
            i++;

        }
        j++;
    }
    if (i != hi)
    {
        tmp = array[i];
        array[i] = array[hi];
        array[hi] = tmp;
        print_array(array, size);
    }
    return (i);
}

void quicksort(int *array, int lo, int hi, size_t size)
{
    int q;

    if (lo < hi)
    {
        q = partition(array, lo, hi, size);
        quicksort(array, lo, q - 1, size);
        quicksort(array, q + 1, hi, size);
    }

}


void quick_sort(int *array, size_t size)
{
    if (array == NULL || size < 2)
        return;
    quicksort(array, 0, size - 1, size);
}
",38,1209,361
"typedef struct elemento{
    char nome;
    int agilidade;
    struct elemento* prox;
    struct elemento* ant;
}TipoElemento;

typedef struct listaCircular{
    TipoElemento* primeiro;
    int tamanho;
}TipoLista;

void iniciarLista(TipoLista* l){
    l->primeiro = NULL;
    l->tamanho = 0;
}

void inserirFim(TipoLista* l, char nome, int agilidade){
    TipoElemento* novoElemento = (TipoElemento*)malloc(sizeof(TipoElemento));
    novoElemento->nome = nome;
    novoElemento->agilidade = agilidade;

    if(l->tamanho == 0){
        novoElemento->prox = novoElemento;
        novoElemento->ant = novoElemento;
        l->primeiro = novoElemento;
        l->tamanho++;
    }else{
        novoElemento->prox = l->primeiro;
        novoElemento->ant = l->primeiro->ant;
        l->primeiro->ant->prox = novoElemento;
        l->primeiro->ant = novoElemento;
        l->tamanho++;
    }
}

int existeNaLista(TipoLista *l, char nome){
  int contador = l->tamanho;

  if(contador == 0)
    return 1;

  TipoElemento *p = l->primeiro;

  while(contador != 0)
  {
    if(p->nome == nome)
      return 2;

    p = p->prox;
    contador--;
  }
  return 1;
}

int existeNaListaII(TipoLista *l, char nome)
{
  int contador = l->tamanho;

  if(contador == 0)
    return 2;

  TipoElemento *p = l->primeiro;

  while(contador != 0)
  {
    if(p->nome == nome)
      return 1;

    p = p->prox;
    contador--;
  }
  return 3;
}

void imprimeLista(TipoLista* l){
  TipoElemento *aux = l->primeiro;
  int cont = 0;

  while(cont != l->tamanho){
    if(cont == 0)
      printf(""| "");
    
    printf(""soldado: %c "", aux->nome);
    aux = aux->prox;
    cont++;
    
    if(cont != l->tamanho)
      printf(""-> "");
    
    else
      printf(""|"");
  }
}


void sortear(TipoLista *l, char nome){
  int rodada = 1;
  char nomeAux = nome;

  while(l->tamanho != 1){

    int contador = rand() % 10;
    int contadorAux = contador;

    TipoElemento *p = l->primeiro;

    printf(""-> rodada %d: soldado %c, contagem %d\n"", rodada, nomeAux, contador);

    while(p->nome != nomeAux){
      p = p->prox;
    }
    while(contadorAux != 0){
      p = p->prox;
      contadorAux--;
      nomeAux = p->nome;
    }

    imprimeLista(l);
    printf(""\nremovido: soldado %c\n"", nomeAux);

    if(p == l->primeiro){
      l->primeiro = p->prox;
    }
    nomeAux = p->prox->nome;
    p->ant->prox = p->prox;
    p->prox->ant = p->ant;
    p = NULL;
    free(p);
    l->tamanho--;
    rodada++;

  }
  TipoElemento *n = l->primeiro;
  if(n->agilidade < 7)
    printf(""soldado %c escolhido - ele nao tem agilidade suficiente -> vamos morrer!!"", n->nome);
  else
    printf(""soldado %c escolhido e vai nos salvar!"",n->nome);

}

int main(){

    int op;
    int agilidade;
    int existe;
    char nome;

    TipoLista lista;
    iniciarLista(&lista);

    scanf(""%d"", &op);

    while(op==1){
        scanf("" %c %d"", &nome, &agilidade);
        existe = existeNaLista(&lista, nome);
        
        if(existe == 1)
           inserirFim(&lista, nome, agilidade);
        
        else
            printf(""soldado nao pode ser inserido duas vezes\n"");
        
        scanf(""%d"", &op);
    }

    if(op == 2){
        scanf("" %c"", &nome);
        existe = existeNaListaII(&lista, nome); 
        
        if(existe == 1){
            printf(""|| sorteio iniciado ||\n"");
            sortear(&lista, nome);
        }
        else{
            if(existe == 2)
                printf(""grupo vazio"");
            
            else
                printf(""soldado nao pertence ao grupo"");
        }
    }
    return 0;
}",39,1210,1402
"void bresenham1(int x1, int y1, int x2, int y2){        
        int slope;
        int dx, dy, incE, incNE, d, x, y; 
        if (x1 > x2 && y1 > y2){
            bresenham1(x2, y2, x1, y1);
             return;
        }        
        dx = x2 - x1;
        dy = y2 - y1;
    
        if (dy < 0){            
            slope = -1;
            dy = -dy;
        }
        else{            
           slope = 1;
        }
  
        incE = 2 * dy;
        incNE = 2 * dy - 2 * dx;
        d = 2 * dy - dx;
        y = y1;
        
    printf(""dx = %d\n"", dx);
    printf(""dy = %d\n"",dy);
    printf(""2dy = %d\n"",incE);
    printf(""2dy-2dx %d\n"",incNE);

    int tam;
    if (x2 - x1 > 0){
        tam = x2 - x1;
    }
    else if(x2-x1==0){
        tam = y2-y1;
    }
    else{
        tam = -(x2 - x1);
    }

    int vecX[tam];
    int vecY[tam];
    int vecPk[tam];
    
    int i =0;
        
        
        if(x2-x1 == 0){
            while(y1 < y2){
                if (d < 0){
                  d = d + incE;
                }
                else{
                  d = d + incNE;
                  x = x + slope;
                }
                
                vecPk[i] = d;
                vecX[i] = x1;
                vecY[i] = y1;
                i++;
                y1++;
            }
            
        }else{
            while(x1 < x2){
                if (d < 0){
                  d = d + incE;
                }
                else{
                  d = d + incNE;
                  y = y + slope;
                }
                
            vecPk[i] = d;
            vecX[i] = x1;
            vecY[i] = y;
            i++;
            x1++;
            }
        }
        
    printf(""X  | "");
    for (int i = 0; i < tam; i++)
    {
        printf(""%d "", vecX[i]);
    }
    printf(""\n"");

    printf(""Y  | "");
    for (int i = 0; i < tam; i++)
    {
        printf(""%d "", vecY[i]);
    }
    printf(""\n"");

    printf(""Pk | "");
    for (int i = 0; i < tam; i++)
    {
        printf(""%d "", vecPk[i]);
    }
    printf(""\n"");
 }

void imprime(int *vec, int tam)
{
    for (int i = 0; i < tam; i++)
    {
        printf(""%d"", vec[i]);
    }
}

int main(void)
{
    bresenham1(30,5,30,15);
    return 0;
}
",39,1211,846
"float tx = 0.0;
float ty = 0.0;
float theta = 5.0;

void circulo()
{
  int i;
  float angulo = 0.0;
  glBegin(GL_POLYGON);
  for (i = 0; i <= 8; i++)
  {
    angulo = 2 * M_PI * i / 8;
    glVertex2f(0.125 * cos(angulo), 0.125 * sin(angulo));
  }
  glEnd();

}

void quadrado(float x, float y)
{
  glBegin(GL_POLYGON);
  glVertex2f(-0.2 + x, 0.2 + y);
  glVertex2f(0.2 + x, 0.2 + y);
  glVertex2f(0.2 + x, -0.2 + y);
  glVertex2f(-0.2 + x, -0.2 + y);
  glEnd();
}

void retangulo()
{
  glBegin(GL_POLYGON);
  glVertex2f(-0.4, -0.4);
  glEnd();
}

void display_function()
{
  glClearColor(0, 0, 0, 0);
  glClear(GL_COLOR_BUFFER_BIT);
  glLoadIdentity();

  glPushMatrix();
    glTranslatef(-0.35+tx, 0+ty, 0.0);
    glRotatef(theta, 0.0, 0.0, 1.0);
    glColor3f(1.0, 1.0, 1.0);
    circulo();
  glPopMatrix();

  glPushMatrix();
    glTranslatef(0.35+tx, 0+ty, 0.0);
    glRotatef(theta, 0.0, 0.0, 1.0);
    glColor3f(1.0, 1.0, 0);
    circulo();
  glPopMatrix();

  glPushMatrix();
    glTranslatef(0.0+tx, 0.32+ty, 0);
    glColor3f(0.0, 1.0, 0.0);
    glRectf(-0.4, 0.2, 0.4, -0.2);
  glPopMatrix();

  glFlush();
}

void tecladoEspecial(int tecla, int x, int y)
{
  switch (tecla)
  {
  case GLUT_KEY_RIGHT:
    tx += 0.05;
    theta -= 8.0;
    break;
  case GLUT_KEY_LEFT:
    tx -= 0.05;
    theta += 8.0;
    break;
  case GLUT_KEY_UP:
    ty += 0.05;
    break;
  case GLUT_KEY_DOWN:
    ty -= 0.05;
    break;
  default:
    break;
  }
  glutPostRedisplay();
}

void init()
{
  glClearColor(0.0, 0.0, 0.0, 0.0);
  glColor3f(1.0, 1.0, 1.0);
  glMatrixMode(GL_MODELVIEW);
  
}

int main(int argc, char **argv)
{
  glutInitDisplayMode(GLUT_SINGLE | GLUT_RGB);
  glutInitWindowPosition(50, 100);
  glutInitWindowSize(400, 400);
  glutInit(&argc, argv);
  glutCreateWindow(""Transforma̵̤es Geom̩tricas - Transla̤̣o"");
  init();
  glutDisplayFunc(display_function);
  glutSpecialFunc(tecladoEspecial);
  glutMainLoop();
  return 0;
}",39,1212,1005
"float tx = 0.0;
float ty = 0.0;
float theta = 5.0;
float thetaBraco = 1.0;
float thetaPerna = 1.0;

void circulo()
{
  int i;
  float angulo = 0.0;
  glBegin(GL_POLYGON);
  for (i = 0; i <= 6; i++)
  {
    angulo = 2 * M_PI * i / 6;
    glVertex2f(0.04 * cos(angulo), 0.04 * sin(angulo));
  }
  glEnd();
}

void quadrado(float x, float y)
{
  glBegin(GL_POLYGON);
  glVertex2f(-0.2 + x, 0.8 + y);
  glVertex2f(-0.4 + x, 0.6 + y);
  glVertex2f(0.2 + x, 0.8 + y);
  glVertex2f(0.4+ x, 0.6 + y);
  glEnd();
}

void triangulo(float x1, float y1, float x2, float y2, float x3, float y3)
{
  glBegin(GL_TRIANGLES);
    glVertex2f(x1,y1);
    glVertex2f(x2,y2);
    glVertex2f(x3,y3);
  glEnd();
}

void retangulo()
{
  glBegin(GL_POLYGON);
  glVertex2f(-0.4, -0.4);
  glEnd();
}

void display_function()
{
  glClearColor(0, 0, 0, 0);
  glClear(GL_COLOR_BUFFER_BIT);
  glLoadIdentity();

  
  glPushMatrix();
    
    glColor3f(1.0, 1.0, 1.0);
    glRectf(-0.1, 0.8, 0.1, 0.6);
  glPopMatrix();

  
  glPushMatrix();
    glTranslatef(-0.06 , 0.75 , 0.0);
    
    glColor3f(1.0, 0, 0);
    circulo();
  glPopMatrix();

  
  glPushMatrix();
    glTranslatef(0.06, 0.75, 0.0);
    
    glColor3f(1.0, 0, 0);
    circulo();
  glPopMatrix();

  
  glPushMatrix();
    
    
    glColor3f(0, 0, 1);
    triangulo(0.0,0.73, -0.05,0.68, 0.05,0.68);
  glPopMatrix();

  
  glPushMatrix();
    
    
    glColor3f(1, 0.5, 0.5);
    glRectf(-0.05, 0.64, 0.05, 0.62);
  glPopMatrix();

  
  glPushMatrix();
  glTranslatef(-0.2, 0.45, 0);
  glRotatef(thetaBraco, 0.0, 0.0, 1.0);
  glColor3f(1, 0.1, 1);
  glRectf(-0.4, 0.05, 0.2, -0.05);
  glPopMatrix();

  
  glPushMatrix();
  glTranslatef(0.20, 0.45, 0);
  glRotatef(-thetaBraco, 0.0, 0.0, 1.0);
  glColor3f(1, 0.1, 1);
  glRectf(-0.2, 0.05, 0.4, -0.05);
  glPopMatrix();

  
  glPushMatrix();
    glTranslatef(0.0, 0.2, 0);
    glColor3f(0.0, 1.0, 0.0);
    glRectf(-0.2, 0.4, 0.2, -0.4);
  glPopMatrix();

  
  glPushMatrix();
    glTranslatef(0.1, -0.2, 0);
    glColor3f(0.0, 1.0, 0.0);
    glRotatef(thetaPerna, 0.0, 0.0, 1.0);
    glRectf(-0.05, 0.3, 0.05, -0.3);
  glPopMatrix();

  
  glPushMatrix();
    glTranslatef(-0.1, -0.2, 0);
    glColor3f(0.0, 1.0, 0.0);
    glRotatef(-thetaPerna, 0.0, 0.0, 1.0);
    glRectf(-0.05, 0.3, 0.05, -0.3);
  glPopMatrix();

  glFlush();
}

void tecladoEspecial(int tecla, int x, int y)
{
  switch (tecla)
  {
  case GLUT_KEY_RIGHT:
    printf(""%f\n"", thetaPerna);
    if (thetaPerna > -6.000000)
    {
      thetaPerna -= 7.0;
    }
    break;

  case GLUT_KEY_LEFT:
    printf(""%f\n"", thetaPerna);
    if (thetaPerna <= +84.0000)
    {
      thetaPerna += 7.0;
    }
    break;
  
  case GLUT_KEY_UP:
    printf(""%f\n"", thetaBraco);
    if (thetaBraco >= -84.0000)
    {
      thetaBraco -= 7.0;
    }
    break;
  
  case GLUT_KEY_DOWN:
    printf(""%f\n"", thetaBraco);
    if (thetaBraco < 22.000000)
    {
      thetaBraco += 7.0;
    }
    break;
  
  default:
    break;
  }
  glutPostRedisplay();
}

void init()
{
  glClearColor(0.0, 0.0, 0.0, 0.0);
  glColor3f(1.0, 1.0, 1.0);
  glMatrixMode(GL_MODELVIEW);
  
}

int main(int argc, char **argv)
{
  glutInitDisplayMode(GLUT_SINGLE | GLUT_RGB);
  glutInitWindowPosition(50, 100);
  glutInitWindowSize(400, 400);
  glutInit(&argc, argv);
  glutCreateWindow(""Transforma̵̤es Geom̩tricas - Transla̤̣o"");
  init();
  glutDisplayFunc(display_function);
  glutSpecialFunc(tecladoEspecial);
  glutMainLoop();
  return 0;
}",39,1213,1845
"typedef struct elemento{
    int id;
    struct elemento* prox;
}TipoElemento;

typedef struct fila{
    TipoElemento* primeiro;
    TipoElemento* ultimo;
    int tamanho;
    int tamMod;
}TipoLista;

void iniciarLista(TipoLista* l){
    l->primeiro = NULL;
    l->ultimo = NULL;
    l->tamanho = 0;
    l->tamMod = 0;
}

void remover(TipoLista* l){
    if(l->tamanho == 0){
        printf(""lista vazia\n"");
    }else{
        TipoElemento* aux = l->primeiro;
        l->primeiro = l->primeiro->prox;
        free(aux);
        l->tamanho--;
    }
}

int existeNalista(TipoLista* l, int id){
    TipoElemento* aux = l->primeiro;
    while(aux!=NULL){
        if(aux->id == id){
            return 1;
        }
        aux = aux->prox;
    }
    return 0;
}

void inserir(TipoLista* l, int id){
    TipoElemento* novoElemento = (TipoElemento*)malloc(sizeof(TipoElemento));
    novoElemento->id = id;

    if(existeNalista(l, id) == 1){
        printf(""processo ja esta na fila\n""); 
    }
    else{
        if(l->tamanho == 0){
            l->primeiro = novoElemento;
            l->ultimo = novoElemento;
            novoElemento->prox = NULL;
            l->tamanho++;
            l->tamMod++;
        }else{
            l->ultimo->prox = novoElemento;
            l->ultimo = novoElemento;
            novoElemento->prox = NULL;
            l->tamanho++;
            l->tamMod++;
        }
        
        if(l->tamMod == 3){
            printf(""removendo processo %d em espera a muito tempo...\n"", l->primeiro->id); 
            remover(l);
            l->tamMod = 0;
        }
    }
        
}

void imprimir(TipoLista* l){

    
    if(l->tamanho == 0){
        printf(""lista vazia\n"");
    }

    else{
        TipoElemento* aux = l->primeiro;
        TipoElemento* auxProx = l->primeiro->prox;
        printf(""| "");
        
        while(auxProx){
            printf(""%d -> "", aux->id);
            aux = auxProx;
            if(auxProx==NULL){
                break;
            }
            auxProx = auxProx->prox;
        }
        printf(""%d |\n"", aux->id);
    }
}

int main(){
    int op;
    int IDprocesso;
    TipoLista lista;

    iniciarLista(&lista);
    
    while(op != -1){
        scanf(""%d"", &op);

        if(op == -1){
            break;
        }
        
        if(op == 1){
            scanf(""%d"", &IDprocesso); 
            inserir(&lista, IDprocesso);
        }

        else if(op == 2){
            remover(&lista);
        }

        else if(op == 3){
            imprimir(&lista);
        }

        else{
            printf(""opcao invalida\n"");
            break;
        }
    }
    
    return 0;
}",39,1214,951
