c1,c2,a1,a2,same,token_diff
205,209,15,15,1,77
205,210,15,15,1,229
206,207,15,15,1,208
206,208,15,15,1,45
206,209,15,15,1,151
206,210,15,15,1,1
207,208,15,15,1,163
207,209,15,15,1,57
207,210,15,15,1,209
208,209,15,15,1,106
208,210,15,15,1,46
209,210,15,15,1,152
211,212,16,16,1,61
211,213,16,16,1,17
211,214,16,16,1,240
211,215,16,16,1,42
211,216,16,16,1,198
211,217,16,16,1,46
211,218,16,16,1,639
211,219,16,16,1,35
212,213,16,16,1,78
212,214,16,16,1,179
212,215,16,16,1,103
212,216,16,16,1,137
212,217,16,16,1,15
212,218,16,16,1,578
212,219,16,16,1,96
213,214,16,16,1,257
213,215,16,16,1,25
213,216,16,16,1,215
213,217,16,16,1,63
213,218,16,16,1,656
213,219,16,16,1,18
214,215,16,16,1,282
214,216,16,16,1,42
214,217,16,16,1,194
214,218,16,16,1,399
214,219,16,16,1,275
215,216,16,16,1,240
215,217,16,16,1,88
215,218,16,16,1,681
215,219,16,16,1,7
216,217,16,16,1,152
216,218,16,16,1,441
216,219,16,16,1,233
217,218,16,16,1,593
217,219,16,16,1,81
218,219,16,16,1,674
220,221,17,17,1,39
220,222,17,17,1,149
220,223,17,17,1,45
220,224,17,17,1,50
220,225,17,17,1,88
220,226,17,17,1,46
220,227,17,17,1,226
220,228,17,17,1,46
221,222,17,17,1,188
221,223,17,17,1,6
221,224,17,17,1,89
221,225,17,17,1,49
221,226,17,17,1,7
221,227,17,17,1,265
221,228,17,17,1,7
222,223,17,17,1,194
222,224,17,17,1,99
222,225,17,17,1,237
222,226,17,17,1,195
222,227,17,17,1,77
222,228,17,17,1,195
223,224,17,17,1,95
223,225,17,17,1,43
223,226,17,17,1,1
223,227,17,17,1,271
223,228,17,17,1,1
224,225,17,17,1,138
224,226,17,17,1,96
224,227,17,17,1,176
224,228,17,17,1,96
225,226,17,17,1,42
225,227,17,17,1,314
225,228,17,17,1,42
226,227,17,17,1,272
226,228,17,17,1,0
227,228,17,17,1,272
229,230,18,18,1,388
229,231,18,18,1,390
229,232,18,18,1,539
229,233,18,18,1,127
229,234,18,18,1,645
229,235,18,18,1,30
229,236,18,18,1,518
229,237,18,18,1,73
230,231,18,18,1,2
230,232,18,18,1,151
230,233,18,18,1,261
230,234,18,18,1,257
230,235,18,18,1,358
230,236,18,18,1,130
230,237,18,18,1,461
231,232,18,18,1,149
231,233,18,18,1,263
231,234,18,18,1,255
231,235,18,18,1,360
231,236,18,18,1,128
231,237,18,18,1,463
232,233,18,18,1,412
232,234,18,18,1,106
232,235,18,18,1,509
232,236,18,18,1,21
232,237,18,18,1,612
233,234,18,18,1,518
233,235,18,18,1,97
233,236,18,18,1,391
233,237,18,18,1,200
234,235,18,18,1,615
234,236,18,18,1,127
234,237,18,18,1,718
235,236,18,18,1,488
235,237,18,18,1,103
236,237,18,18,1,591
238,239,19,19,1,30
238,240,19,19,1,128
238,241,19,19,1,57
238,242,19,19,1,22
238,243,19,19,1,252
238,244,19,19,1,16
238,245,19,19,1,405
238,246,19,19,1,77
239,240,19,19,1,158
239,241,19,19,1,27
239,242,19,19,1,52
239,243,19,19,1,282
239,244,19,19,1,46
239,245,19,19,1,435
239,246,19,19,1,47
240,241,19,19,1,185
240,242,19,19,1,106
240,243,19,19,1,124
240,244,19,19,1,112
240,245,19,19,1,277
240,246,19,19,1,205
241,242,19,19,1,79
241,243,19,19,1,309
241,244,19,19,1,73
241,245,19,19,1,462
241,246,19,19,1,20
242,243,19,19,1,230
242,244,19,19,1,6
242,245,19,19,1,383
242,246,19,19,1,99
243,244,19,19,1,236
243,245,19,19,1,153
243,246,19,19,1,329
244,245,19,19,1,389
244,246,19,19,1,93
245,246,19,19,1,482
247,248,20,20,1,33
247,249,20,20,1,166
247,250,20,20,1,118
247,251,20,20,1,145
247,252,20,20,1,128
247,253,20,20,1,160
247,254,20,20,1,611
247,255,20,20,1,75
248,249,20,20,1,199
248,250,20,20,1,85
248,251,20,20,1,178
248,252,20,20,1,95
248,253,20,20,1,193
248,254,20,20,1,578
248,255,20,20,1,108
249,250,20,20,1,284
249,251,20,20,1,21
249,252,20,20,1,294
249,253,20,20,1,6
249,254,20,20,1,777
249,255,20,20,1,91
250,251,20,20,1,263
250,252,20,20,1,10
250,253,20,20,1,278
250,254,20,20,1,493
250,255,20,20,1,193
251,252,20,20,1,273
251,253,20,20,1,15
251,254,20,20,1,756
251,255,20,20,1,70
252,253,20,20,1,288
252,254,20,20,1,483
252,255,20,20,1,203
253,254,20,20,1,771
253,255,20,20,1,85
254,255,20,20,1,686
256,257,21,21,1,114
256,258,21,21,1,58
256,259,21,21,1,572
256,260,21,21,1,151
256,261,21,21,1,160
256,262,21,21,1,96
256,263,21,21,1,6223
256,264,21,21,1,95
257,258,21,21,1,172
257,259,21,21,1,458
257,260,21,21,1,37
257,261,21,21,1,46
257,262,21,21,1,210
257,263,21,21,1,6109
257,264,21,21,1,209
258,259,21,21,1,630
258,260,21,21,1,209
258,261,21,21,1,218
258,262,21,21,1,38
258,263,21,21,1,6281
258,264,21,21,1,37
259,260,21,21,1,421
259,261,21,21,1,412
259,262,21,21,1,668
259,263,21,21,1,5651
259,264,21,21,1,667
260,261,21,21,1,9
260,262,21,21,1,247
260,263,21,21,1,6072
260,264,21,21,1,246
261,262,21,21,1,256
261,263,21,21,1,6063
261,264,21,21,1,255
262,263,21,21,1,6319
262,264,21,21,1,1
263,264,21,21,1,6318
265,266,22,22,1,1
265,267,22,22,1,191
265,268,22,22,1,224
265,269,22,22,1,519
265,270,22,22,1,647
265,271,22,22,1,81
265,272,22,22,1,288
265,273,22,22,1,2256
266,267,22,22,1,192
266,268,22,22,1,223
266,269,22,22,1,518
266,270,22,22,1,646
266,271,22,22,1,82
266,272,22,22,1,287
266,273,22,22,1,2255
267,268,22,22,1,415
267,269,22,22,1,710
267,270,22,22,1,838
267,271,22,22,1,110
267,272,22,22,1,479
267,273,22,22,1,2447
268,269,22,22,1,295
268,270,22,22,1,423
268,271,22,22,1,305
268,272,22,22,1,64
268,273,22,22,1,2032
269,270,22,22,1,128
269,271,22,22,1,600
269,272,22,22,1,231
269,273,22,22,1,1737
270,271,22,22,1,728
270,272,22,22,1,359
270,273,22,22,1,1609
271,272,22,22,1,369
271,273,22,22,1,2337
272,273,22,22,1,1968
274,275,23,23,1,27
274,276,23,23,1,74
274,277,23,23,1,7
274,278,23,23,1,56
274,279,23,23,1,20
274,280,23,23,1,22
274,281,23,23,1,67
274,282,23,23,1,603
275,276,23,23,1,47
275,277,23,23,1,34
275,278,23,23,1,83
275,279,23,23,1,47
275,280,23,23,1,5
275,281,23,23,1,94
275,282,23,23,1,630
276,277,23,23,1,81
276,278,23,23,1,130
276,279,23,23,1,94
276,280,23,23,1,52
276,281,23,23,1,141
276,282,23,23,1,677
277,278,23,23,1,49
277,279,23,23,1,13
277,280,23,23,1,29
277,281,23,23,1,60
277,282,23,23,1,596
278,279,23,23,1,36
278,280,23,23,1,78
278,281,23,23,1,11
278,282,23,23,1,547
279,280,23,23,1,42
279,281,23,23,1,47
279,282,23,23,1,583
280,281,23,23,1,89
280,282,23,23,1,625
281,282,23,23,1,536
283,284,24,24,1,61
283,285,24,24,1,1437
283,286,24,24,1,141
283,287,24,24,1,65
283,288,24,24,1,156
283,289,24,24,1,136
283,290,24,24,1,1083
283,291,24,24,1,169
284,285,24,24,1,1376
284,286,24,24,1,202
284,287,24,24,1,4
284,288,24,24,1,217
284,289,24,24,1,75
284,290,24,24,1,1022
284,291,24,24,1,230
285,286,24,24,1,1578
285,287,24,24,1,1372
285,288,24,24,1,1593
285,289,24,24,1,1301
285,290,24,24,1,354
285,291,24,24,1,1606
286,287,24,24,1,206
286,288,24,24,1,15
286,289,24,24,1,277
286,290,24,24,1,1224
286,291,24,24,1,28
287,288,24,24,1,221
287,289,24,24,1,71
287,290,24,24,1,1018
287,291,24,24,1,234
288,289,24,24,1,292
288,290,24,24,1,1239
288,291,24,24,1,13
289,290,24,24,1,947
289,291,24,24,1,305
290,291,24,24,1,1252
292,293,25,25,1,5
292,294,25,25,1,375
292,295,25,25,1,116
292,296,25,25,1,709
292,297,25,25,1,105
292,298,25,25,1,65
292,299,25,25,1,149
292,300,25,25,1,1
293,294,25,25,1,370
293,295,25,25,1,111
293,296,25,25,1,704
293,297,25,25,1,100
293,298,25,25,1,70
293,299,25,25,1,144
293,300,25,25,1,6
294,295,25,25,1,259
294,296,25,25,1,334
294,297,25,25,1,270
294,298,25,25,1,440
294,299,25,25,1,226
294,300,25,25,1,376
295,296,25,25,1,593
295,297,25,25,1,11
295,298,25,25,1,181
295,299,25,25,1,33
295,300,25,25,1,117
296,297,25,25,1,604
296,298,25,25,1,774
296,299,25,25,1,560
296,300,25,25,1,710
297,298,25,25,1,170
297,299,25,25,1,44
297,300,25,25,1,106
298,299,25,25,1,214
298,300,25,25,1,64
299,300,25,25,1,150
301,302,26,26,1,130
301,303,26,26,1,58
301,304,26,26,1,101
301,305,26,26,1,58
301,306,26,26,1,90
301,307,26,26,1,52
301,308,26,26,1,1310
301,309,26,26,1,74
302,303,26,26,1,72
302,304,26,26,1,231
302,305,26,26,1,72
302,306,26,26,1,40
302,307,26,26,1,78
302,308,26,26,1,1180
302,309,26,26,1,204
303,304,26,26,1,159
303,305,26,26,1,0
303,306,26,26,1,32
303,307,26,26,1,6
303,308,26,26,1,1252
303,309,26,26,1,132
304,305,26,26,1,159
304,306,26,26,1,191
304,307,26,26,1,153
304,308,26,26,1,1411
304,309,26,26,1,27
305,306,26,26,1,32
305,307,26,26,1,6
305,308,26,26,1,1252
305,309,26,26,1,132
306,307,26,26,1,38
306,308,26,26,1,1220
306,309,26,26,1,164
307,308,26,26,1,1258
307,309,26,26,1,126
308,309,26,26,1,1384
310,311,27,27,1,158
310,312,27,27,1,70
310,313,27,27,1,166
310,314,27,27,1,159
310,315,27,27,1,171
310,316,27,27,1,76
310,317,27,27,1,184
310,318,27,27,1,194
311,312,27,27,1,228
311,313,27,27,1,8
311,314,27,27,1,1
311,315,27,27,1,13
311,316,27,27,1,82
311,317,27,27,1,342
311,318,27,27,1,36
312,313,27,27,1,236
312,314,27,27,1,229
312,315,27,27,1,241
312,316,27,27,1,146
312,317,27,27,1,114
312,318,27,27,1,264
313,314,27,27,1,7
313,315,27,27,1,5
313,316,27,27,1,90
313,317,27,27,1,350
313,318,27,27,1,28
314,315,27,27,1,12
314,316,27,27,1,83
314,317,27,27,1,343
314,318,27,27,1,35
315,316,27,27,1,95
315,317,27,27,1,355
315,318,27,27,1,23
316,317,27,27,1,260
316,318,27,27,1,118
317,318,27,27,1,378
319,320,28,28,1,79
319,321,28,28,1,150
319,322,28,28,1,807
319,323,28,28,1,301
319,324,28,28,1,348
319,325,28,28,1,353
319,326,28,28,1,379
319,327,28,28,1,107
320,321,28,28,1,71
320,322,28,28,1,728
320,323,28,28,1,222
320,324,28,28,1,269
320,325,28,28,1,432
320,326,28,28,1,300
320,327,28,28,1,28
321,322,28,28,1,657
321,323,28,28,1,151
321,324,28,28,1,198
321,325,28,28,1,503
321,326,28,28,1,229
321,327,28,28,1,43
322,323,28,28,1,506
322,324,28,28,1,459
322,325,28,28,1,1160
322,326,28,28,1,428
322,327,28,28,1,700
323,324,28,28,1,47
323,325,28,28,1,654
323,326,28,28,1,78
323,327,28,28,1,194
324,325,28,28,1,701
324,326,28,28,1,31
324,327,28,28,1,241
325,326,28,28,1,732
325,327,28,28,1,460
326,327,28,28,1,272
328,329,29,29,1,676
328,330,29,29,1,826
328,331,29,29,1,638
328,332,29,29,1,892
328,333,29,29,1,2621
328,334,29,29,1,729
328,335,29,29,1,811
328,336,29,29,1,132
329,330,29,29,1,150
329,331,29,29,1,38
329,332,29,29,1,1568
329,333,29,29,1,3297
329,334,29,29,1,53
329,335,29,29,1,1487
329,336,29,29,1,808
330,331,29,29,1,188
330,332,29,29,1,1718
330,333,29,29,1,3447
330,334,29,29,1,97
330,335,29,29,1,1637
330,336,29,29,1,958
331,332,29,29,1,1530
331,333,29,29,1,3259
331,334,29,29,1,91
331,335,29,29,1,1449
331,336,29,29,1,770
332,333,29,29,1,1729
332,334,29,29,1,1621
332,335,29,29,1,81
332,336,29,29,1,760
333,334,29,29,1,3350
333,335,29,29,1,1810
333,336,29,29,1,2489
334,335,29,29,1,1540
334,336,29,29,1,861
335,336,29,29,1,679
337,338,30,30,1,397
337,339,30,30,1,101
337,340,30,30,1,74
337,341,30,30,1,1193
337,342,30,30,1,323
337,343,30,30,1,51
337,344,30,30,1,12
337,345,30,30,1,14
338,339,30,30,1,296
338,340,30,30,1,323
338,341,30,30,1,796
338,342,30,30,1,74
338,343,30,30,1,448
338,344,30,30,1,385
338,345,30,30,1,411
339,340,30,30,1,27
339,341,30,30,1,1092
339,342,30,30,1,222
339,343,30,30,1,152
339,344,30,30,1,89
339,345,30,30,1,115
340,341,30,30,1,1119
340,342,30,30,1,249
340,343,30,30,1,125
340,344,30,30,1,62
340,345,30,30,1,88
341,342,30,30,1,870
341,343,30,30,1,1244
341,344,30,30,1,1181
341,345,30,30,1,1207
342,343,30,30,1,374
342,344,30,30,1,311
342,345,30,30,1,337
343,344,30,30,1,63
343,345,30,30,1,37
344,345,30,30,1,26
346,347,31,31,1,16
346,348,31,31,1,44
346,349,31,31,1,91
346,350,31,31,1,7
346,351,31,31,1,70
346,352,31,31,1,209
346,353,31,31,1,631
346,354,31,31,1,83
347,348,31,31,1,28
347,349,31,31,1,75
347,350,31,31,1,9
347,351,31,31,1,86
347,352,31,31,1,193
347,353,31,31,1,615
347,354,31,31,1,99
348,349,31,31,1,47
348,350,31,31,1,37
348,351,31,31,1,114
348,352,31,31,1,165
348,353,31,31,1,587
348,354,31,31,1,127
349,350,31,31,1,84
349,351,31,31,1,161
349,352,31,31,1,118
349,353,31,31,1,540
349,354,31,31,1,174
350,351,31,31,1,77
350,352,31,31,1,202
350,353,31,31,1,624
350,354,31,31,1,90
351,352,31,31,1,279
351,353,31,31,1,701
351,354,31,31,1,13
352,353,31,31,1,422
352,354,31,31,1,292
353,354,31,31,1,714
355,356,32,32,1,166
355,357,32,32,1,101
355,358,32,32,1,530
355,359,32,32,1,197
355,360,32,32,1,136
355,361,32,32,1,413
355,362,32,32,1,23
355,363,32,32,1,352
356,357,32,32,1,267
356,358,32,32,1,364
356,359,32,32,1,31
356,360,32,32,1,30
356,361,32,32,1,247
356,362,32,32,1,143
356,363,32,32,1,186
357,358,32,32,1,631
357,359,32,32,1,298
357,360,32,32,1,237
357,361,32,32,1,514
357,362,32,32,1,124
357,363,32,32,1,453
358,359,32,32,1,333
358,360,32,32,1,394
358,361,32,32,1,117
358,362,32,32,1,507
358,363,32,32,1,178
359,360,32,32,1,61
359,361,32,32,1,216
359,362,32,32,1,174
359,363,32,32,1,155
360,361,32,32,1,277
360,362,32,32,1,113
360,363,32,32,1,216
361,362,32,32,1,390
361,363,32,32,1,61
362,363,32,32,1,329
364,365,33,33,1,37
364,366,33,33,1,360
364,367,33,33,1,258
364,368,33,33,1,388
364,369,33,33,1,41
364,370,33,33,1,211
364,371,33,33,1,872
364,372,33,33,1,163
365,366,33,33,1,323
365,367,33,33,1,221
365,368,33,33,1,351
365,369,33,33,1,4
365,370,33,33,1,174
365,371,33,33,1,909
365,372,33,33,1,126
366,367,33,33,1,102
366,368,33,33,1,28
366,369,33,33,1,319
366,370,33,33,1,149
366,371,33,33,1,1232
366,372,33,33,1,197
367,368,33,33,1,130
367,369,33,33,1,217
367,370,33,33,1,47
367,371,33,33,1,1130
367,372,33,33,1,95
368,369,33,33,1,347
368,370,33,33,1,177
368,371,33,33,1,1260
368,372,33,33,1,225
369,370,33,33,1,170
369,371,33,33,1,913
369,372,33,33,1,122
370,371,33,33,1,1083
370,372,33,33,1,48
371,372,33,33,1,1035
373,374,34,34,1,479
373,375,34,34,1,449
373,376,34,34,1,165
373,377,34,34,1,573
373,378,34,34,1,7
373,379,34,34,1,189
373,380,34,34,1,1092
373,381,34,34,1,9
374,375,34,34,1,30
374,376,34,34,1,314
374,377,34,34,1,94
374,378,34,34,1,472
374,379,34,34,1,290
374,380,34,34,1,613
374,381,34,34,1,488
375,376,34,34,1,284
375,377,34,34,1,124
375,378,34,34,1,442
375,379,34,34,1,260
375,380,34,34,1,643
375,381,34,34,1,458
376,377,34,34,1,408
376,378,34,34,1,158
376,379,34,34,1,24
376,380,34,34,1,927
376,381,34,34,1,174
377,378,34,34,1,566
377,379,34,34,1,384
377,380,34,34,1,519
377,381,34,34,1,582
378,379,34,34,1,182
378,380,34,34,1,1085
378,381,34,34,1,16
379,380,34,34,1,903
379,381,34,34,1,198
380,381,34,34,1,1101
382,383,35,35,1,456
382,384,35,35,1,745
382,385,35,35,1,825
382,386,35,35,1,86
382,387,35,35,1,64
382,388,35,35,1,609
382,389,35,35,1,1124
382,390,35,35,1,5
383,384,35,35,1,289
383,385,35,35,1,369
383,386,35,35,1,370
383,387,35,35,1,392
383,388,35,35,1,153
383,389,35,35,1,1580
383,390,35,35,1,451
384,385,35,35,1,80
384,386,35,35,1,659
384,387,35,35,1,681
384,388,35,35,1,136
384,389,35,35,1,1869
384,390,35,35,1,740
385,386,35,35,1,739
385,387,35,35,1,761
385,388,35,35,1,216
385,389,35,35,1,1949
385,390,35,35,1,820
386,387,35,35,1,22
386,388,35,35,1,523
386,389,35,35,1,1210
386,390,35,35,1,81
387,388,35,35,1,545
387,389,35,35,1,1188
387,390,35,35,1,59
388,389,35,35,1,1733
388,390,35,35,1,604
389,390,35,35,1,1129
391,392,36,36,1,989
391,393,36,36,1,1016
391,394,36,36,1,639
391,395,36,36,1,574
391,396,36,36,1,868
391,397,36,36,1,621
391,398,36,36,1,1714
391,399,36,36,1,783
392,393,36,36,1,27
392,394,36,36,1,350
392,395,36,36,1,415
392,396,36,36,1,1857
392,397,36,36,1,368
392,398,36,36,1,2703
392,399,36,36,1,1772
393,394,36,36,1,377
393,395,36,36,1,442
393,396,36,36,1,1884
393,397,36,36,1,395
393,398,36,36,1,2730
393,399,36,36,1,1799
394,395,36,36,1,65
394,396,36,36,1,1507
394,397,36,36,1,18
394,398,36,36,1,2353
394,399,36,36,1,1422
395,396,36,36,1,1442
395,397,36,36,1,47
395,398,36,36,1,2288
395,399,36,36,1,1357
396,397,36,36,1,1489
396,398,36,36,1,846
396,399,36,36,1,85
397,398,36,36,1,2335
397,399,36,36,1,1404
398,399,36,36,1,931
400,401,37,37,1,80
400,402,37,37,1,40
400,403,37,37,1,385
400,404,37,37,1,32
400,405,37,37,1,35
400,406,37,37,1,15
400,407,37,37,1,218
400,408,37,37,1,435
401,402,37,37,1,120
401,403,37,37,1,305
401,404,37,37,1,48
401,405,37,37,1,45
401,406,37,37,1,65
401,407,37,37,1,138
401,408,37,37,1,355
402,403,37,37,1,425
402,404,37,37,1,72
402,405,37,37,1,75
402,406,37,37,1,55
402,407,37,37,1,258
402,408,37,37,1,475
403,404,37,37,1,353
403,405,37,37,1,350
403,406,37,37,1,370
403,407,37,37,1,167
403,408,37,37,1,50
404,405,37,37,1,3
404,406,37,37,1,17
404,407,37,37,1,186
404,408,37,37,1,403
405,406,37,37,1,20
405,407,37,37,1,183
405,408,37,37,1,400
406,407,37,37,1,203
406,408,37,37,1,420
407,408,37,37,1,217
409,410,38,38,1,430
409,411,38,38,1,170
409,412,38,38,1,317
409,413,38,38,1,48
409,414,38,38,1,632
409,415,38,38,1,290
409,416,38,38,1,944
409,417,38,38,1,28
410,411,38,38,1,260
410,412,38,38,1,113
410,413,38,38,1,382
410,414,38,38,1,202
410,415,38,38,1,140
410,416,38,38,1,514
410,417,38,38,1,402
411,412,38,38,1,147
411,413,38,38,1,122
411,414,38,38,1,462
411,415,38,38,1,120
411,416,38,38,1,774
411,417,38,38,1,142
412,413,38,38,1,269
412,414,38,38,1,315
412,415,38,38,1,27
412,416,38,38,1,627
412,417,38,38,1,289
413,414,38,38,1,584
413,415,38,38,1,242
413,416,38,38,1,896
413,417,38,38,1,20
414,415,38,38,1,342
414,416,38,38,1,312
414,417,38,38,1,604
415,416,38,38,1,654
415,417,38,38,1,262
416,417,38,38,1,916
418,419,39,39,1,1429
418,420,39,39,1,253
418,421,39,39,1,1499
418,422,39,39,1,417
418,423,39,39,1,48
418,424,39,39,1,1721
418,425,39,39,1,296
418,426,39,39,1,935
419,420,39,39,1,1682
419,421,39,39,1,70
419,422,39,39,1,1846
419,423,39,39,1,1381
419,424,39,39,1,292
419,425,39,39,1,1725
419,426,39,39,1,494
420,421,39,39,1,1752
420,422,39,39,1,164
420,423,39,39,1,301
420,424,39,39,1,1974
420,425,39,39,1,43
420,426,39,39,1,1188
421,422,39,39,1,1916
421,423,39,39,1,1451
421,424,39,39,1,222
421,425,39,39,1,1795
421,426,39,39,1,564
422,423,39,39,1,465
422,424,39,39,1,2138
422,425,39,39,1,121
422,426,39,39,1,1352
423,424,39,39,1,1673
423,425,39,39,1,344
423,426,39,39,1,887
424,425,39,39,1,2017
424,426,39,39,1,786
425,426,39,39,1,1231
427,428,40,40,1,137
427,429,40,40,1,5
427,430,40,40,1,573
427,431,40,40,1,38
427,432,40,40,1,375
427,433,40,40,1,1439
427,434,40,40,1,30
427,435,40,40,1,848
428,429,40,40,1,132
428,430,40,40,1,436
428,431,40,40,1,99
428,432,40,40,1,238
428,433,40,40,1,1302
428,434,40,40,1,107
428,435,40,40,1,711
429,430,40,40,1,568
429,431,40,40,1,33
429,432,40,40,1,370
429,433,40,40,1,1434
429,434,40,40,1,25
429,435,40,40,1,843
430,431,40,40,1,535
430,432,40,40,1,198
430,433,40,40,1,866
430,434,40,40,1,543
430,435,40,40,1,275
431,432,40,40,1,337
431,433,40,40,1,1401
431,434,40,40,1,8
431,435,40,40,1,810
432,433,40,40,1,1064
432,434,40,40,1,345
432,435,40,40,1,473
433,434,40,40,1,1409
433,435,40,40,1,591
434,435,40,40,1,818
436,437,41,41,1,43
436,438,41,41,1,124
436,439,41,41,1,24
436,440,41,41,1,57
436,441,41,41,1,56
436,442,41,41,1,50
436,443,41,41,1,1203
436,444,41,41,1,22
437,438,41,41,1,167
437,439,41,41,1,19
437,440,41,41,1,100
437,441,41,41,1,13
437,442,41,41,1,93
437,443,41,41,1,1160
437,444,41,41,1,21
438,439,41,41,1,148
438,440,41,41,1,67
438,441,41,41,1,180
438,442,41,41,1,74
438,443,41,41,1,1327
438,444,41,41,1,146
439,440,41,41,1,81
439,441,41,41,1,32
439,442,41,41,1,74
439,443,41,41,1,1179
439,444,41,41,1,2
440,441,41,41,1,113
440,442,41,41,1,7
440,443,41,41,1,1260
440,444,41,41,1,79
441,442,41,41,1,106
441,443,41,41,1,1147
441,444,41,41,1,34
442,443,41,41,1,1253
442,444,41,41,1,72
443,444,41,41,1,1181
445,446,42,42,1,42
445,447,42,42,1,108
445,448,42,42,1,175
445,449,42,42,1,51
445,450,42,42,1,181
445,451,42,42,1,72
445,452,42,42,1,30
445,453,42,42,1,1196
446,447,42,42,1,66
446,448,42,42,1,217
446,449,42,42,1,9
446,450,42,42,1,223
446,451,42,42,1,30
446,452,42,42,1,72
446,453,42,42,1,1238
447,448,42,42,1,283
447,449,42,42,1,57
447,450,42,42,1,289
447,451,42,42,1,36
447,452,42,42,1,138
447,453,42,42,1,1304
448,449,42,42,1,226
448,450,42,42,1,6
448,451,42,42,1,247
448,452,42,42,1,145
448,453,42,42,1,1021
449,450,42,42,1,232
449,451,42,42,1,21
449,452,42,42,1,81
449,453,42,42,1,1247
450,451,42,42,1,253
450,452,42,42,1,151
450,453,42,42,1,1015
451,452,42,42,1,102
451,453,42,42,1,1268
452,453,42,42,1,1166
454,455,43,43,1,120
454,456,43,43,1,62
454,457,43,43,1,63
454,458,43,43,1,15
454,459,43,43,1,129
454,460,43,43,1,27
454,461,43,43,1,662
454,462,43,43,1,136
455,456,43,43,1,182
455,457,43,43,1,57
455,458,43,43,1,135
455,459,43,43,1,249
455,460,43,43,1,147
455,461,43,43,1,782
455,462,43,43,1,16
456,457,43,43,1,125
456,458,43,43,1,47
456,459,43,43,1,67
456,460,43,43,1,35
456,461,43,43,1,600
456,462,43,43,1,198
457,458,43,43,1,78
457,459,43,43,1,192
457,460,43,43,1,90
457,461,43,43,1,725
457,462,43,43,1,73
458,459,43,43,1,114
458,460,43,43,1,12
458,461,43,43,1,647
458,462,43,43,1,151
459,460,43,43,1,102
459,461,43,43,1,533
459,462,43,43,1,265
460,461,43,43,1,635
460,462,43,43,1,163
461,462,43,43,1,798
463,464,44,44,1,420
463,465,44,44,1,1034
463,466,44,44,1,333
463,467,44,44,1,12
463,468,44,44,1,19
463,469,44,44,1,341
463,470,44,44,1,342
463,471,44,44,1,413
464,465,44,44,1,1454
464,466,44,44,1,87
464,467,44,44,1,432
464,468,44,44,1,401
464,469,44,44,1,79
464,470,44,44,1,762
464,471,44,44,1,7
465,466,44,44,1,1367
465,467,44,44,1,1022
465,468,44,44,1,1053
465,469,44,44,1,1375
465,470,44,44,1,692
465,471,44,44,1,1447
466,467,44,44,1,345
466,468,44,44,1,314
466,469,44,44,1,8
466,470,44,44,1,675
466,471,44,44,1,80
467,468,44,44,1,31
467,469,44,44,1,353
467,470,44,44,1,330
467,471,44,44,1,425
468,469,44,44,1,322
468,470,44,44,1,361
468,471,44,44,1,394
469,470,44,44,1,683
469,471,44,44,1,72
470,471,44,44,1,755
472,473,45,45,1,118
472,474,45,45,1,44
472,475,45,45,1,989
472,476,45,45,1,17
472,477,45,45,1,212
472,478,45,45,1,26
472,479,45,45,1,150
472,480,45,45,1,2
473,474,45,45,1,162
473,475,45,45,1,871
473,476,45,45,1,101
473,477,45,45,1,94
473,478,45,45,1,92
473,479,45,45,1,32
473,480,45,45,1,116
474,475,45,45,1,1033
474,476,45,45,1,61
474,477,45,45,1,256
474,478,45,45,1,70
474,479,45,45,1,194
474,480,45,45,1,46
475,476,45,45,1,972
475,477,45,45,1,777
475,478,45,45,1,963
475,479,45,45,1,839
475,480,45,45,1,987
476,477,45,45,1,195
476,478,45,45,1,9
476,479,45,45,1,133
476,480,45,45,1,15
477,478,45,45,1,186
477,479,45,45,1,62
477,480,45,45,1,210
478,479,45,45,1,124
478,480,45,45,1,24
479,480,45,45,1,148
481,482,46,46,1,85
481,483,46,46,1,75
481,484,46,46,1,358
481,485,46,46,1,66
481,486,46,46,1,84
481,487,46,46,1,94
481,488,46,46,1,585
481,489,46,46,1,70
482,483,46,46,1,160
482,484,46,46,1,273
482,485,46,46,1,19
482,486,46,46,1,1
482,487,46,46,1,179
482,488,46,46,1,500
482,489,46,46,1,155
483,484,46,46,1,433
483,485,46,46,1,141
483,486,46,46,1,159
483,487,46,46,1,19
483,488,46,46,1,660
483,489,46,46,1,5
484,485,46,46,1,292
484,486,46,46,1,274
484,487,46,46,1,452
484,488,46,46,1,227
484,489,46,46,1,428
485,486,46,46,1,18
485,487,46,46,1,160
485,488,46,46,1,519
485,489,46,46,1,136
486,487,46,46,1,178
486,488,46,46,1,501
486,489,46,46,1,154
487,488,46,46,1,679
487,489,46,46,1,24
488,489,46,46,1,655
490,491,47,47,1,78
490,492,47,47,1,3
490,493,47,47,1,114
490,494,47,47,1,64
490,495,47,47,1,226
490,496,47,47,1,508
490,497,47,47,1,3
490,498,47,47,1,34
491,492,47,47,1,81
491,493,47,47,1,36
491,494,47,47,1,14
491,495,47,47,1,148
491,496,47,47,1,430
491,497,47,47,1,81
491,498,47,47,1,44
492,493,47,47,1,117
492,494,47,47,1,67
492,495,47,47,1,229
492,496,47,47,1,511
492,497,47,47,1,0
492,498,47,47,1,37
493,494,47,47,1,50
493,495,47,47,1,112
493,496,47,47,1,394
493,497,47,47,1,117
